사업명,지원연도,지원기간,광역,기초,시장명,지원금액(단위_백만원)
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),대구,서구,서부시장,560
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),대구,중구,패션주얼리특구,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),인천,남동구,장승백이전통시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),인천,계양구,병방시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),인천,부평구,부평깡시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),인천,남동구,만수시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),인천,계양구,작전시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),광주,북구,운암시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),광주,서구,양동수산시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),대전,동구,역전지하상가,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),울산,동구,월봉시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),울산,중구,학성새벽시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,수원시,정자시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,파주시,적성전통시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,가평군,가평잣고을전통시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,부천시,부천신흥시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,성남시,미래타운제1종합시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,하남시,덕풍시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,수원시,화서시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,과천시,새서울프라자,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,부천시,고강시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경기,수원시,조원시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),강원,평창군,진부전통시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),강원,철원군,신철원전통시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),강원,원주시,중앙로문화의거리,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),충북,청주시,가경터미널시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),충북,청주시,청주직지시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),충북,충주시,엄정내창시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),충남,청양군,청양전통시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),충남,태안군,태안서부시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),전북,익산시,익산남부시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),전북,진안군,진안시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),전북,군산시,군산명산시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),전북,임실군,임실시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),전남,여수시,여수진남상가,560
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),전남,목포시,목포자유시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),전남,여수시,서시장주변시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경북,의성군,의성전통시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경북,청도군,청도시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경북,영주시,신영주번개시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경북,구미시,형곡중앙시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경북,영덕군,영덕시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경북,문경시,문경신흥시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경북,포항시,영일대북부시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경남,창원시,도계시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경남,통영시,통영북신시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경남,합천군,합천시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),경남,거제시,옥포시장,480
"희망사업프로젝트-지역선도형(‘18년 2곳, ’19년 1곳 선정·지원)",2018,‘18~’19,강원,속초시,속초종합중앙시장,2000
"희망사업프로젝트-지역선도형(‘18년 2곳, ’19년 1곳 선정·지원)",2018,‘18~’19,전남,순천시,순천아랫장,2000
"희망사업프로젝트-지역선도형(‘18년 2곳, ’19년 1곳 선정·지원)",2019,‘19~’20,충남,서천군,서천특화시장,2000
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,서울,성북구,정릉시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,서울,강서구,송화벽화시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,서울,금천구,남문시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,강원,정선군,사북시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,울산,중구,젊음의거리,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경남,창원시,성원그랜드쇼핑,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경남,창원시,창동통합상가,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경남,김해시,삼방시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경북,경주시,경주중앙시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,광주,남구,무등시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,전남,여수시,여수전통서시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,전북,정읍시,샘고을시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,전북,군산시,군산공설시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,전북,전주시,신중앙시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,전북,전주시,모래내시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경기,부천시,역곡상상시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경기,부천시,강남시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경기,파주시,금촌통일시장(연합),860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,인천,남구,주안시민지하도상가,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,인천,계양구,작전시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,인천,서구,강남시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,대전,동구,신도꼼지락시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,충남,아산시,온양온천시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,충남,서산시,서산동부시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,충남,보령시,보령중앙시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,충북,청주시,원마루시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,충북,청주시,서문시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,충북,충주시,중앙어울림시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,세종,세종시,전의왕의물시장,860
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경남,고성시,고성공룡시장,1000
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2018,‘18~’19,경남,통영시,북신전통시장,1000
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,서울,성동구,뚝섬역상점가,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,서울,구로구,고척근린시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,서울,강서구,화곡동본동시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,서울,중랑구,동부골목시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,서울,동작구,성대전통시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,서울,도봉구,방학동도깨비시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,강원,고성군,고성거진시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,강원,영월군,영월종합상가,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,부산,사하구,괴정골목시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,부산,동구,부산진시장,500
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,울산,남구,울산번개시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,대구,달서구,와룡시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경북,문경시,문경중앙시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경북,포항시,포항큰동해시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경북,울진군,울진바지게시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경남,창원시,도계부부시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,광주,동구,남광주시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,광주,광산구,"송정연합시장(1913송정역,송정매일)",460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,전남,강진군,강진중앙로상가,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,전북,익산시,익산북부시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,전북,군산시,명산시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,전북,완주군,봉동생강골시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,전북,익산시,중앙 매일 서동시장(연합),460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경기,부천시,부천중동시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경기,군포시,산본시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경기,오산시,오색시장,480
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경기,수원시,화서시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,경기,여주시,한글시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,인천,부평구,부평종합시장,480
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,인천,계양구,계산시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,인천,남동구,모래내시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,인천,부평구,부평깡시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,인천,서구,정서진중앙시장,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,대전,서구,가수원상점가,460
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,대전,중구,중앙로지하상가,480
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,대전,서구,도마큰시장,480
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,충북,청주시,복대가경시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,충북,제천시,제천동문전통시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,충북,진천군,진천전통시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,충북,청주시,사창시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,충북,괴산군,청천전통시장,440
"희망사업프로젝트-문화관광형(‘18년 31곳, ’19년 42곳 선정·지원)",2019,‘19~’20,제주,제주시,제주중앙지하상가,460
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),서울,성동구,서울숲상원길상점가,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),서울,구로구,고척근린시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),서울,강서구,화곡동본동시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),강원,철원군,와수전통시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),강원,고성군,고성거진시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),강원,영월군,영월종합상가,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),부산,부산진구,부산평화시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),부산,동구,부산남문시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),부산,사하구,괴정골목시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),울산,중구,태화종합시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경남,의령군,의령전통시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경남,고성군,고성시장,300
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),대구,동구,방촌시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),대구,북구,팔달신시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경북,문경시,문경중앙시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경북,포항시,포항큰동해시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경북,울진군,울진공설시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),광주,동구,남광주시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),전남,강진군,강진중앙로상가,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),전북,익산시,익산북부시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),전북,김제시,김제전통시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경기,부천시,부천중동시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경기,군포시,산본시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),경기,안양시,중앙인정시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),인천,부평구,부평종합시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),인천,부평구,십정종합시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),인천,계양구,계산시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),대전,서구,가수원상점가,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),대전,중구,중앙로지하상가,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),충남,천안시,명동대흥로상점가,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),세종,세종시,금남대평시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),충북,청주시,복대가경시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),충북,제천시,제천동문전통시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2018,’18(단년도 사업),충북,보은군,보은종합시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),서울,은평구,화곡중앙골목시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),서울,강서구,용산용문시장,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),서울,용산구,연서시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),부산,부산진구,주문진건어물시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),대구,달서구,원주중앙시민전통시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),대구,북구,황지자유시장,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),인천,중구,부전시장,290
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),인천,남동구,남목전통시장,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),인천,부평구,진주동성상가,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),광주,동구,가음정시장,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),광주,동구,마산어시장,300
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),광주,북구,송현주공시장,260
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),울산,동구,서변중앙시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),경기,안산시,중앙신시장,290
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),경기,부천시,금남지하도상가,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),경기,평택시,조대장미의거리,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),강원,강릉시,패션의거리,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),강원,태백시,삼례시장,260
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),강원,원주시,완도5일시장,260
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),충북,충주시,간석자유시장,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),충북,청주시,진흥종합시장,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),충남,홍성군,개항누리길상점가,270
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),충남,천안시,상동시장,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),충남,보령시,도리섬상점가,280
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),전북,군산시,통복시장,300
"특성화 첫걸음(기반조성)시장 육성사업(‘18년 34곳, ’19년 30곳 선정·지원)",2019,’19(단년도 사업),전남,완도군,내덕자연시장,260
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(단년도 사업),경북,안동시,성서문화의거리상점가,280
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(단년도 사업),경남,진주시,한내시장,280
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(단년도 사업),경남,창원시,천안역전시장,280
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(단년도 사업),경남,창원시,명동상가,280
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),서울,은평구,연서시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),서울,영등포구,영등포청과시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),서울,중구,삼익패션타운,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),서울,용산구,용문전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),서울,성동구,금남시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),부산,중구,월드밸리상가,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),부산,부산진구,서면지하도상가부전몰,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),부산,사상구,사상시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),부산,부산진구,당감새시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),대구,달성군,화원전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),대구,중구,번개시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),인천,중구,개항누리길상점가,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),인천,서구,양동경열로시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),광주,동구,남광주해뜨는시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경기,부천시,원종중앙시장,시장당 15백만원 이내 (국비) 
